
220707 14.08.16	|||0.001Sec	|||﻿SerialNumber	|||	|||	|||	|||	|||	|||	|||	|||	|||	|||
220707 14.14.01	|||344.613Sec	|||18CBC-A30K100-GW519798S0019110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:48 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:48 PM
220707 14.14.03	|||346.847Sec	|||18CBC-A30K100-GW519798S0014310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:48 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:48 PM
220707 14.14.05	|||348.627Sec	|||18CBC-A30K100-GW519798S0029010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:49 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:49 PM
220707 14.14.07	|||350.719Sec	|||18CBC-A30K100-GW519798S0029910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:49 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:49 PM
220707 14.14.09	|||352.613Sec	|||18CBC-A30K100-GW519798S0032610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:49 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:49 PM
220707 14.14.11	|||354.704Sec	|||18CBC-A30K100-GW519798S0032110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:49 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:49 PM
220707 14.14.13	|||356.451Sec	|||18CBC-A30K100-GW519798S0032310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:49 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:49 PM
220707 14.14.15	|||358.415Sec	|||18CBC-A30K100-GW519798S0032210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:49 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:49 PM
220707 14.14.16	|||360.089Sec	|||18CBC-A30K100-GW519798S0031010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:50 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:50 PM
220707 14.14.18	|||361.927Sec	|||18CBC-A30K100-GW519798S0028310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:50 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:50 PM
220707 14.14.20	|||363.682Sec	|||18CBC-A30K100-GW519798S0008910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:50 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:50 PM
220707 14.14.22	|||365.858Sec	|||18CBC-A30K100-GW519798S0030610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:50 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:50 PM
220707 14.14.24	|||367.650Sec	|||18CBC-A30K100-GW519798S0031310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:50 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:50 PM
220707 14.14.26	|||369.512Sec	|||18CBC-A30K100-GW519798S0028410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:51 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:51 PM
220707 14.14.28	|||371.455Sec	|||18CBC-A30K100-GW519798S0028810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:51 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:51 PM
220707 14.14.30	|||373.509Sec	|||18CBC-A30K100-GW519798S0031710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:51 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:51 PM
220707 14.14.32	|||375.566Sec	|||18CBC-A30K100-GW519798S0010710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:51 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:51 PM
220707 14.14.33	|||377.230Sec	|||18CBC-A30K100-GW519798S0029510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:51 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:51 PM
220707 14.14.35	|||378.867Sec	|||18CBC-A30K100-GW519798S0030010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:51 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:51 PM
220707 14.14.37	|||380.586Sec	|||18CBC-A30K100-GW519798S0030810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.39	|||382.540Sec	|||18CBC-A30K100-GW519798S0029410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.41	|||384.903Sec	|||18CBC-A30K100-GW519798S0030110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.43	|||386.750Sec	|||18CBC-A30K100-GW519798S0029110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.44	|||387.683Sec	|||18CBC-A30K100-GW519798S0030710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.46	|||389.417Sec	|||18CBC-A30K100-GW519798S0010810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.47	|||390.973Sec	|||18CBC-A30K100-GW519798S0029710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:52 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:52 PM
220707 14.14.49	|||393.004Sec	|||18CBC-A30K100-GW519798S0029810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:53 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:53 PM
220707 14.14.51	|||395.183Sec	|||18CBC-A30K100-GW519798S0031510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:53 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:53 PM
220707 14.14.53	|||397.055Sec	|||18CBC-A30K100-GW519798S0009010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:53 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:53 PM
220707 14.14.55	|||398.654Sec	|||18CBC-A30K100-GW519798S0030510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:53 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:53 PM
220707 14.14.56	|||400.347Sec	|||18CBC-A30K100-GW519798S0035510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:53 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:53 PM
220707 14.14.58	|||402.344Sec	|||18CBC-A30K100-GW519798S0028210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:53 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:53 PM
220707 14.15.01	|||404.593Sec	|||18CBC-A30K100-GW519798S0013510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.03	|||406.364Sec	|||18CBC-A30K100-GW519798S0012210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.04	|||407.982Sec	|||18CBC-A30K100-GW519798S0030410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.06	|||409.699Sec	|||18CBC-A30K100-GW519798S0014110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.08	|||411.612Sec	|||18CBC-A30K100-GW519798S0014410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.10	|||413.533Sec	|||18CBC-A30K100-GW519798S0013710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.11	|||415.063Sec	|||18CBC-A30K100-GW519798S0019310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:54 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:54 PM
220707 14.15.13	|||417.253Sec	|||18CBC-A30K100-GW519798S0010510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:55 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:55 PM
220707 14.15.16	|||419.778Sec	|||18CBC-A30K100-GW519798S0016210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:55 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:55 PM
220707 14.15.18	|||421.978Sec	|||18CBC-A30K100-GW519798S0015410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:55 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:55 PM
220707 14.15.20	|||424.238Sec	|||18CBC-A30K100-GW519798S0030910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:55 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:55 PM
220707 14.15.21	|||425.265Sec	|||18CBC-A30K100-GW519798S0016110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:55 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:55 PM
220707 14.15.23	|||426.561Sec	|||18CBC-A30K100-GW519798S0028910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:55 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:55 PM
220707 14.15.24	|||428.319Sec	|||18CBC-A30K100-GW519798S0030310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.25	|||429.341Sec	|||18CBC-A30K100-GW519798S0014210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.27	|||430.484Sec	|||18CBC-A30K100-GW519798S0015310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.28	|||431.992Sec	|||18CBC-A30K100-GW519798S0013410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.30	|||433.383Sec	|||18CBC-A30K100-GW519798S0015210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.31	|||434.688Sec	|||18CBC-A30K100-GW519798S0015110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.32	|||435.876Sec	|||18CBC-A30K100-GW519798S0016510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:56 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:56 PM
220707 14.15.33	|||437.306Sec	|||18CBC-A30K100-GW519798S0016610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:57 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:57 PM
220707 14.15.35	|||438.546Sec	|||18CBC-A30K100-GW519798S0029210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:57 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:57 PM
220707 14.15.36	|||439.897Sec	|||18CBC-A30K100-GW519798S0028710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:57 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:57 PM
220707 14.15.37	|||441.241Sec	|||18CBC-A30K100-GW519798S0016710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:57 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:57 PM
220707 14.15.39	|||442.710Sec	|||18CBC-A30K100-GW519798S0028510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:57 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:57 PM
220707 14.15.40	|||444.150Sec	|||18CBC-A30K100-GW519798S0013910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:57 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:57 PM
220707 14.15.42	|||445.946Sec	|||18CBC-A30K100-GW519798S0014010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:58 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:58 PM
220707 14.15.44	|||447.359Sec	|||18CBC-A30K100-GW519798S0014610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:58 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:58 PM
220707 14.15.45	|||449.119Sec	|||18CBC-A30K100-GW519798S0013310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:58 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:58 PM
220707 14.15.47	|||451.004Sec	|||18CBC-A30K100-GW519798S0015510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:58 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:58 PM
220707 14.15.49	|||452.784Sec	|||18CBC-A30K100-GW519798S0014510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:58 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:58 PM
220707 14.15.51	|||454.603Sec	|||18CBC-A30K100-GW519798S0013210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:59 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:59 PM
220707 14.15.52	|||456.257Sec	|||18CBC-A30K100-GW519798S0013810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:59 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:59 PM
220707 14.15.54	|||458.047Sec	|||18CBC-A30K100-GW519798S0029310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:59 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:59 PM
220707 14.15.56	|||460.147Sec	|||18CBC-A30K100-GW519798S0010410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:59 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:59 PM
220707 14.15.58	|||461.701Sec	|||18CBC-A30K100-GW519798S0010010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:59 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:59 PM
220707 14.16.00	|||463.975Sec	|||18CBC-A30K100-GW519798S0011210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:59 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:59 PM
220707 14.16.03	|||466.472Sec	|||18CBC-A30K100-GW519798S0030210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:00 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:00 PM
220707 14.16.05	|||469.190Sec	|||18CBC-A30K100-GW519798S0029610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:00 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:00 PM
220707 14.16.08	|||471.934Sec	|||18CBC-A30K100-GW519798S0016010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:00 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:00 PM
220707 14.16.10	|||473.349Sec	|||18CBC-A30K100-GW519798S0011910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:00 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:00 PM
220707 14.16.12	|||475.426Sec	|||18CBC-A30K100-GW519798S0015710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:00 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:00 PM
220707 14.16.14	|||477.594Sec	|||18CBC-A30K100-GW519798S0013110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:00 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:00 PM
220707 14.16.16	|||479.422Sec	|||18CBC-A30K100-GW519798S0012410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:01 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:01 PM
220707 14.16.18	|||481.820Sec	|||18CBC-A30K100-GW519798S0013010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:01 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:01 PM
220707 14.16.21	|||484.728Sec	|||18CBC-A30K100-GW519798S0012310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:01 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:01 PM
220707 14.16.23	|||486.488Sec	|||18CBC-A30K100-GW519798S0011310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:01 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:01 PM
220707 14.16.25	|||489.299Sec	|||18CBC-A30K100-GW519798S0010610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:01 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:01 PM
220707 14.16.28	|||491.776Sec	|||18CBC-A30K100-GW519798S0011110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:01 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:01 PM
220707 14.16.30	|||493.625Sec	|||18CBC-A30K100-GW519798S0010910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:02 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:02 PM
220707 14.16.31	|||495.102Sec	|||18CBC-A30K100-GW519798S0011010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:02 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:02 PM
220707 14.16.33	|||497.282Sec	|||18CBC-A30K100-GW519798S0028610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:02 PM	|||LNK908-220203LF|ABR1700025	|||F	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:02 PM
220707 14.16.35	|||499.314Sec	|||18CBC-A30K100-GW519798S0035410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:01:02 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:01:02 PM
